sex,age,famsize,Pstatus,Medu,Fedu,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,famrel,freetime,goout,health,absences,alc,grade
1.0,18.0,0.0,1.0,4.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,5.0,5.0,10.0,0.007335297181664979,-0.47948335986193985
0.0,18.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,3.0,5.0,3.0,0.0,-0.3819244996301757,-2.703175424108919
0.0,19.0,0.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,5.0,5.0,15.0,1.104695831913397,-0.6775564465884817
0.0,18.0,0.0,1.0,2.0,3.0,0.0,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,5.0,2.0,4.0,0.007335297181664979,0.9321809619810909
0.0,18.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,4.0,3.0,3.0,2.0,-0.7711842964420164,-0.07837473228397535
1.0,17.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,5.0,2.0,1.0,2.0,0.16675576773569034,0.9321809619810909
0.0,17.0,0.0,1.0,2.0,4.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,3.0,3.0,1.0,2.0,-0.7711842964420164,-0.37796558943622854
0.0,17.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,4.0,4.0,5.0,6.0,0.5560155645475311,0.2212161248682778
0.0,18.0,0.0,0.0,3.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,5.0,75.0,-0.7711842964420164,-0.5657733237801749
1.0,18.0,0.0,1.0,4.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,3.0,22.0,0.3965950939935057,-0.6775564465884817
0.0,18.0,0.0,1.0,4.0,4.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,15.0,-0.7711842964420164,-0.8653641809324281
1.0,18.0,1.0,1.0,4.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,8.0,-0.3819244996301757,-0.27644781901051724
1.0,17.0,1.0,0.0,4.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,5.0,4.0,5.0,30.0,0.9452753613593717,-0.9771473037407348
1.0,17.0,1.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,4.0,3.0,19.0,1.4939556287252378,-0.36770023705363303
0.0,18.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,3.0,1.0,-0.7711842964420164,0.2212161248682778
0.0,18.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,4.0,4.0,4.0,4.0,-0.7711842964420164,-0.7030496054785532
0.0,17.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,4.0,5.0,5.0,4.0,-0.3819244996301757,-0.39319339594370467
1.0,17.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,3.0,3.0,4.0,2.0,-0.3819244996301757,-0.06810937990137984
0.0,18.0,0.0,1.0,2.0,2.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,3.0,3.0,2.0,5.0,-0.3819244996301757,2.1050512317000316
0.0,17.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,3.0,3.0,3.0,6.0,-0.7711842964420164,0.3329992476765846
1.0,18.0,0.0,1.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,6.0,0.007335297181664979,0.9321809619810909
1.0,18.0,1.0,0.0,4.0,4.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,3.0,2.0,9.0,-0.7711842964420164,0.9169531554736148
1.0,18.0,0.0,1.0,4.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,5.0,11.0,0.3965950939935057,0.03340839052433142
0.0,17.0,0.0,1.0,4.0,3.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,3.0,0.0,-0.3819244996301757,1.1199886963250374
0.0,18.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,4.0,3.0,5.0,12.0,-0.7711842964420164,0.3075060887865129
0.0,17.0,1.0,1.0,3.0,1.0,1.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,2.0,3.0,6.0,-0.7711842964420164,2.0187612677817968
1.0,18.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,2.0,4.0,8.0,-0.7711842964420164,0.7188800687470729
1.0,17.0,0.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,4.0,3.0,5.0,4.0,0.007335297181664979,0.3584924065666562
0.0,19.0,0.0,1.0,4.0,4.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,2.0,0.0,0.5560155645475311,-1.3423829990442908
0.0,18.0,1.0,1.0,4.0,3.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,4.0,5.0,2.0,10.0,-0.3819244996301757,-0.7535810581241212
0.0,18.0,0.0,1.0,4.0,3.0,0.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,3.0,3.0,3.0,0.0,-0.7711842964420164,0.7188800687470729
1.0,18.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,2.0,1.0,5.0,0.16675576773569034,1.318061783051579
0.0,18.0,1.0,0.0,4.0,4.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,2.0,4.0,4.0,14.0,-0.7711842964420164,-0.06810937990137984
1.0,17.0,1.0,1.0,4.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,5.0,0.0,0.16675576773569034,-0.16466469620221047
0.0,17.0,0.0,1.0,4.0,2.0,1.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,3.0,3.0,3.0,0.0,-0.7711842964420164,0.7291454211296684
0.0,17.0,0.0,1.0,3.0,2.0,0.0,1.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,2.0,2.0,5.0,0.0,-0.3819244996301757,1.8054603745477786
1.0,19.0,0.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,4.0,4.0,3.0,20.0,-0.7711842964420164,0.8458909980628557
0.0,18.0,0.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,3.0,8.0,-0.7711842964420164,0.4447823704848914
1.0,20.0,0.0,0.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,3.0,5.0,0.0,-0.7711842964420164,1.90697814497349
1.0,19.0,0.0,1.0,4.0,4.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,3.0,4.0,4.0,38.0,-0.7711842964420164,-0.8756295333150236
1.0,19.0,0.0,1.0,3.0,3.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,5.0,3.0,5.0,0.0,-0.3819244996301757,0.5565654932931982
0.0,19.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,4.0,3.0,3.0,18.0,0.007335297181664979,-0.15439934381961498
0.0,19.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,2.0,4.0,3.0,0.0,0.16675576773569034,-1.4541661218525979
0.0,19.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,4.0,1.0,2.0,20.0,-0.7711842964420164,0.5310723344031265
1.0,19.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,2.0,4.0,3.0,0.16675576773569034,0.14519151333263822
0.0,19.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,2.0,2.0,1.0,22.0,-0.3819244996301757,0.04367374290692694
0.0,19.0,0.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,2.0,3.0,14.0,-0.7711842964420164,0.7443732276371445
0.0,19.0,0.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,2.0,3.0,40.0,-0.7711842964420164,0.14519151333263822
0.0,18.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,3.0,1.0,0.0,-0.3819244996301757,-1.6674670150866158
0.0,18.0,0.0,1.0,4.0,3.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,4.0,5.0,9.0,-0.7711842964420164,-0.5760386761627704
0.0,17.0,0.0,1.0,3.0,4.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,3.0,4.0,5.0,0.0,1.3345351581712124,-0.16466469620221047
0.0,18.0,0.0,1.0,4.0,4.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,4.0,4.0,5.0,2.0,1.104695831913397,-0.07837473228397535
0.0,17.0,0.0,0.0,4.0,3.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,5.0,2.0,2.0,5.0,23.0,-0.3819244996301757,0.520806982020531
0.0,17.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,2.0,2.0,3.0,12.0,-0.7711842964420164,-0.45399020097186815
0.0,17.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,0.16675576773569034,-0.07837473228397535
0.0,17.0,0.0,1.0,3.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,4.0,3.0,5.0,1.0,0.5560155645475311,0.6831215574744057
0.0,17.0,1.0,1.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0,2.0,0.0,0.5560155645475311,1.231771819133344
1.0,18.0,0.0,1.0,4.0,4.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,0.16675576773569034,-0.2004232074748776
1.0,17.0,0.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,3.0,5.0,5.0,3.0,1.8832154255370783,1.0944955374349656
1.0,17.0,0.0,1.0,2.0,2.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,4.0,5.0,4.0,8.0,2.98057596026881,-0.2661824666279217
0.0,17.0,0.0,1.0,4.0,4.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,4.0,4.0,7.0,0.007335297181664979,-0.5657733237801749
0.0,17.0,0.0,1.0,4.0,4.0,1.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,3.0,3.0,4.0,4.0,-0.3819244996301757,0.8203978391727841
1.0,18.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,5.0,5.0,5.0,2.0,0.9452753613593717,-0.8653641809324281
0.0,17.0,0.0,1.0,2.0,4.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,4.0,3.0,5.0,7.0,-0.7711842964420164,0.5968315935561707
0.0,18.0,0.0,1.0,3.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,3.0,4.0,4.0,0.0,-0.7711842964420164,-2.5913923013006124
0.0,18.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,3.0,3.0,2.0,0.0,-0.7711842964420164,-1.6674670150866158
0.0,18.0,0.0,1.0,2.0,2.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,0.0,-0.7711842964420164,-1.3423829990442908
0.0,17.0,0.0,1.0,3.0,4.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,5.0,5.0,16.0,0.007335297181664979,1.231771819133344
0.0,19.0,0.0,0.0,3.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,4.0,3.0,5.0,12.0,-0.3819244996301757,0.6325901048288377
0.0,17.0,0.0,1.0,3.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,3.0,2.0,2.0,0.0,0.5560155645475311,-1.7792501378949226
0.0,18.0,1.0,1.0,3.0,3.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,3.0,3.0,1.0,7.0,-0.7711842964420164,1.4043517469698141
0.0,17.0,0.0,0.0,3.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,3.0,3.0,2.0,4.0,0.5560155645475311,-0.48974871224453526
0.0,19.0,0.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,3.0,4.0,3.0,4.0,0.007335297181664979,0.023143038141735923
1.0,18.0,0.0,1.0,4.0,4.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,3.0,3.0,2.0,0.0,0.16675576773569034,-1.2408652286185797
1.0,18.0,1.0,1.0,3.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,3.0,3.0,5.0,11.0,0.007335297181664979,1.231771819133344
0.0,17.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,4.0,0.0,-0.3819244996301757,-1.555683892278309
0.0,18.0,0.0,1.0,2.0,3.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,3.0,3.0,3.0,4.0,-0.3819244996301757,-0.2661824666279217
0.0,18.0,0.0,1.0,3.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,4.0,3.0,1.0,7.0,0.5560155645475311,0.6070969459387662
1.0,18.0,0.0,1.0,4.0,3.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,3.0,2.0,4.0,9.0,-0.3819244996301757,1.318061783051579
1.0,18.0,0.0,1.0,4.0,3.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,5.0,4.0,5.0,5.0,0.0,0.5560155645475311,-0.46425555335446367
0.0,17.0,0.0,1.0,4.0,3.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,4.0,0.0,0.007335297181664979,0.8964224507084237
1.0,18.0,0.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,5.0,5.0,5.0,10.0,2.98057596026881,0.2972407364039174
1.0,19.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,4.0,4.0,2.0,8.0,1.104695831913397,-1.078665074166446
1.0,17.0,0.0,1.0,3.0,3.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,5.0,4.0,3.0,2.0,0.5560155645475311,0.520806982020531
1.0,18.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,3.0,3.0,7.0,0.5560155645475311,-1.078665074166446
1.0,19.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,4.0,4.0,5.0,4.0,1.104695831913397,-0.9771473037407348
1.0,17.0,0.0,1.0,4.0,3.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,5.0,5.0,2.0,4.0,0.007335297181664979,0.14519151333263822
0.0,18.0,0.0,1.0,3.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,3.0,4.0,5.0,0.0,-0.7711842964420164,-0.5657733237801749
0.0,17.0,0.0,1.0,4.0,4.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,5.0,4.0,-0.3819244996301757,0.40902385921222423
0.0,17.0,1.0,0.0,3.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,5.0,2.0,-0.3819244996301757,0.1349261609500427
1.0,18.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,3.0,4.0,-0.3819244996301757,-0.37796558943622854
0.0,18.0,1.0,1.0,1.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,3.0,2.0,4.0,0.0,-0.7711842964420164,1.6431457990939038
0.0,18.0,1.0,0.0,1.0,4.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,4.0,5.0,0.0,0.3965950939935057,0.520806982020531
1.0,18.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,3.0,5.0,2.0,0.5560155645475311,0.3329992476765846
0.0,18.0,0.0,1.0,3.0,3.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,3.0,2.0,3.0,0.0,0.007335297181664979,-0.16466469620221047
0.0,17.0,1.0,1.0,4.0,4.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,0.0,-0.7711842964420164,1.231771819133344
0.0,17.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,3.0,0.0,-0.3819244996301757,0.11969835444256655
1.0,18.0,0.0,1.0,1.0,3.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,4.0,3.0,4.0,0.9452753613593717,-0.37796558943622854
1.0,18.0,1.0,1.0,4.0,4.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,5.0,0.0,0.16675576773569034,0.520806982020531
0.0,17.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,5.0,2.0,1.0,1.0,0.0,-0.3819244996301757,-1.9822856787463448
0.0,18.0,0.0,1.0,2.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,5.0,2.0,3.0,4.0,0.0,-0.3819244996301757,-0.2661824666279217
0.0,18.0,0.0,1.0,4.0,4.0,0.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,5.0,10.0,1.2641163024674222,0.3584924065666562
0.0,19.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,4.0,-0.7711842964420164,-1.1041582330565178
1.0,18.0,1.0,1.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,3.0,3.0,0.5560155645475311,0.4447823704848914
0.0,17.0,0.0,1.0,2.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,8.0,-0.7711842964420164,0.14519151333263822
0.0,17.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,5.0,5.0,1.0,14.0,0.007335297181664979,-1.7641367523891873
0.0,18.0,1.0,1.0,4.0,4.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,4.0,4.0,1.0,0.0,-0.7711842964420164,2.2168343545083387
0.0,18.0,0.0,1.0,1.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,2.0,4.0,2.0,-0.3819244996301757,-0.8045673759042645
0.0,20.0,0.0,1.0,4.0,2.0,2.0,2.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,4.0,3.0,3.0,4.0,-0.7711842964420164,1.018470925899326
0.0,18.0,1.0,1.0,4.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,4.0,3.0,2.0,4.0,1.4939556287252378,-0.7030496054785532
0.0,18.0,0.0,1.0,3.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,1.0,3.0,1.0,0.0,-0.3819244996301757,1.1199886963250374
0.0,17.0,0.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,5.0,4.0,1.0,17.0,0.5560155645475311,-0.37796558943622854
1.0,18.0,0.0,1.0,4.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0,4.0,2.0,4.0,0.3965950939935057,0.9321809619810909
1.0,18.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,4.0,3.0,5.0,5.0,0.007335297181664979,-1.378255931318699
1.0,17.0,0.0,1.0,2.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,3.0,3.0,2.0,-0.7711842964420164,-0.16466469620221047
1.0,19.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,2.0,5.0,0.0,0.007335297181664979,-2.195586571980363
1.0,18.0,0.0,1.0,4.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,4.0,3.0,3.0,14.0,1.653376099279263,-1.7641367523891873
0.0,18.0,0.0,1.0,2.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,3.0,3.0,4.0,2.0,0.007335297181664979,-0.47948335986193985
0.0,18.0,0.0,1.0,4.0,4.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,5.0,7.0,0.16675576773569034,-1.6778467884709525
0.0,19.0,0.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,4.0,2.0,5.0,0.0,-0.3819244996301757,-2.083803449172056
0.0,18.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,3.0,4.0,1.0,0.0,-0.7711842964420164,-0.9874126561233303
0.0,18.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,-0.7711842964420164,-2.195586571980363
1.0,20.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,5.0,5.0,4.0,4.0,11.0,2.4318956929029443,-0.6775564465884817
1.0,17.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,5.0,2.0,3.0,1.4939556287252378,1.196013307860677
1.0,21.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,3.0,3.0,3.0,1.104695831913397,-0.8398710220423564
1.0,18.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,1.0,5.0,0.0,1.4939556287252378,-0.0631469257764992
1.0,19.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,3.0,5.0,5.0,1.104695831913397,-0.7893395693967884
0.0,18.0,0.0,0.0,4.0,4.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,4.0,3.0,4.0,-0.7711842964420164,-1.3079890831753496
0.0,17.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,3.0,3.0,3.0,2.0,-0.7711842964420164,-0.3019409779005889
0.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,2.0,3.0,6.0,0.5560155645475311,0.3227338952939891
0.0,15.0,0.0,1.0,4.0,2.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,5.0,0.0,-0.7711842964420164,0.8203978391727841
0.0,16.0,0.0,1.0,3.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,3.0,2.0,5.0,0.0,-0.3819244996301757,0.2972407364039174
1.0,16.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,5.0,4.0,2.0,5.0,6.0,-0.3819244996301757,0.3075060887865129
1.0,16.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,4.0,3.0,0.0,-0.7711842964420164,0.41928921159481974
0.0,17.0,0.0,0.0,4.0,4.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,-0.7711842964420164,0.18545761359561067
